Отметка времени,Оберіть вашу посаду,Основна мова програмування,Додаткова мова програмування,"Фреймворки, бібліотеки й платформи",Вкажіть вашу спеціалізацію,Яку мову програмування ви використовуєте у роботі?,Оберіть вашу посаду_1,Оберіть вашу посаду_2,В якій області ви працюєте?,Місто,Тип компанії,Кількість технічних спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,"Зарплата за місяць, net, після податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Стать,Вік,Освіта,ЗВО,Знання англійської мови
2019/12/27 9:59:05 AM GMT+2,QA Engineer,,,,Manual QA,Не використовую,,,Desktop Applications,Київ,Аутсорсингова,понад 1000,5 років,5 років,1750,250,Жінка,34,Вища,Інший виш,Upper-Intermediate
2019/12/03 11:34:12 AM GMT+2,Software Engineer,JavaScript,Інша,Node.js;Vue.js;Flutter,,,,,Android;iOS;Веб-розробка,Харків,Аутсорсингова,до 200,7 років,1 рік,1750,0,Чоловік,35,Незакінчена вища,,Pre-Intermediate
2019/12/20 8:22:34 PM GMT+2,Senior QA Engineer,,,,Manual QA,Не використовую,,,Веб-розробка;Корпоративні системи,Львів,Аутсорсингова,понад 1000,4 роки,2 роки,1750,350,Чоловік,35,Дві вищих,Львівська політехніка,Intermediate
2019/12/24 11:56:15 AM GMT+2,Software Engineer,Java,Java,,,,,,Android;Веб-розробка,Чернівці,Аутсорсингова,понад 1000,2 роки,2 роки,1750,750,Чоловік,35,Вища,ЧНУ ім. Федьковича,Intermediate
2020/01/02 10:02:52 PM GMT+2,Project Manager,,,,,,,,Фінанси та банки,Київ,Продуктова,до 50,5 років,Менше 3 місяців,1750,0,Чоловік,36,Вища,Інший виш,Advanced
2019/12/02 1:56:40 PM GMT+2,Sysadmin,,,,,,,,Телекомунікації;Корпоративні системи,Київ,Стартап,до 50,10 і більше років,Півроку,1742,1742,Чоловік,42,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/24 1:13:32 PM GMT+2,Software Engineer,C#/.NET,JavaScript,.NET;.NET Core;Vue.js,,,,,Веб-розробка;eCommerce;Корпоративні системи,Київ,Продуктова,до 50,3 роки,2 роки,1740,700,Чоловік,26,Вища,КНУТД,Intermediate
2019/12/08 1:10:35 PM GMT+2,QA Engineer,,,,Automation QA,Java,,,Веб-розробка;Телекомунікації,Київ,Продуктова,до 1000,3 роки,1 рік,1720,600,Чоловік,31,Вища,Інший виш,Pre-Intermediate
2019/12/03 1:34:55 PM GMT+2,Software Engineer,C#/.NET,SQL,.NET;ASP.NET,,,,,Desktop Applications;Веб-розробка;Корпоративні системи,Львів,Аутсорсингова,понад 1000,10 і більше років,1 рік,1720,250,Чоловік,36,Вища,ЛНУ ім. Франка,Pre-Intermediate
2019/12/02 1:58:25 PM GMT+2,Technical Lead,1С,SQL,,,,,,Корпоративні системи,Київ,Аутсорсингова,до 50,7 років,1 рік,1715,175,Чоловік,26,Незакінчена вища,Інший виш,Pre-Intermediate
2019/12/04 9:02:15 AM GMT+2,Software Engineer,JavaScript,PHP,React.js;WordPress,,,,,Веб-розробка;Корпоративні системи,Київ,Продуктова,до 200,2 роки,1 рік,1715,420,Чоловік,32,Вища,Інший виш,Pre-Intermediate
2019/12/03 5:08:42 PM GMT+2,Business Analyst,,,,,,,,Корпоративні системи,Київ,Продуктова,до 50,10 і більше років,5 років,1715,377,Жінка,41,Дві вищих,Інший виш,Upper-Intermediate
2019/12/03 12:06:22 PM GMT+2,Software Engineer,C#/.NET,C#/.NET,.NET;ASP.NET;jQuery,,,,,Desktop Applications;Веб-розробка,Вінниця,Продуктова,до 200,2 роки,1 рік,1710,1140,Чоловік,21,Ще студент,ВНТУ,Intermediate
2019/12/04 1:27:17 PM GMT+2,Software Engineer,PHP,JavaScript,,,,,,Веб-розробка,Київ,Продуктова,до 50,2 роки,1 рік,1710,800,Чоловік,25,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/04 5:35:35 PM GMT+2,QA Engineer,,,,Automation QA,C#,,,Веб-розробка;Корпоративні системи,Київ,Аутсорсингова,понад 1000,2 роки,3 місяці,1710,760,Жінка,25,Вища,КНУ ім. Шевченка,Upper-Intermediate
2019/12/02 1:51:28 PM GMT+2,Project Manager,,,,,,,,Веб-розробка,Одеса,Продуктова,до 200,3 роки,1 рік,1710,200,Жінка,28,Вища,ОНАЗ,Intermediate
2019/12/03 5:25:07 PM GMT+2,QA Engineer,,,,Manual QA,Java,,,Gamedev,Вінниця,Продуктова,до 1000,3 роки,Менше 3 місяців,1710,600,Чоловік,28,Вища,ВНТУ,Upper-Intermediate
2019/12/03 2:05:09 PM GMT+2,DevOps,,,,,,,,Веб-розробка;Фінанси та банки;Корпоративні системи,Київ,Аутстафінгова,до 50,4 роки,3 місяці,1710,710,Чоловік,31,Незакінчена вища,НТУУ «КПІ»,Intermediate
2019/12/03 11:04:42 AM GMT+2,Software Engineer,C++,C++,Boost,,,,,Embedded,Одеса,Продуктова,до 200,1 рік,3 місяці,1700,1200,Чоловік,19,Ще студент,Інший виш,Intermediate
2019/12/03 11:36:20 AM GMT+2,Software Engineer,JavaScript,JavaScript,Angular/Angular.js;React.js;React Native,,,,,Android;iOS;Веб-розробка,Івано-Франківськ,Аутсорсингова,до 50,2 роки,Півроку,1700,1000,Чоловік,20,Технікум / Коледж,Інший виш,Pre-Intermediate
2019/12/02 1:52:53 PM GMT+2,Data Science,,,,,,,,Embedded;Корпоративні системи,Київ,Аутсорсингова,до 10 спеціалістів,2 роки,2 роки,1700,1200,Чоловік,21,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/03 10:59:57 AM GMT+2,Software Engineer,C++,C,,,,,,Desktop Applications,Львів,Аутсорсингова,до 1000,2 роки,Менше 3 місяців,1700,300,Чоловік,21,Ще студент,Львівська політехніка,Upper-Intermediate
2019/12/04 11:20:24 AM GMT+2,Software Engineer,JavaScript,Не використовую,Angular/Angular.js;React.js;React Native,,,,,Фінанси та банки,Київ,Аутстафінгова,до 50,1 рік,Півроку,1700,1200,Чоловік,21,Ще студент,КНУ ім. Шевченка,Advanced
2019/12/05 9:48:02 AM GMT+2,Software Engineer,C#/.NET,Не використовую,Xamarin,,,,,Android;iOS,Київ,Аутсорсингова,до 1000,2 роки,Півроку,1700,800,Чоловік,21,Вища,НТУ «ХПІ»,Intermediate
2019/12/24 9:04:32 PM GMT+2,Software Engineer,Java,Kotlin,Spring,,,,,Веб-розробка,Харків,Аутсорсингова,понад 1000,2 роки,2 роки,1700,800,Чоловік,21,Вища,,Intermediate
2019/12/27 3:56:48 PM GMT+2,Junior Software Engineer,C#/.NET,JavaScript,.NET;ASP.NET,,,,,Веб-розробка;Корпоративні системи,Чернівці,Аутсорсингова,до 1000,2 роки,2 роки,1700,500,Чоловік,21,Ще студент,ЧНУ ім. Федьковича,Upper-Intermediate
2020/01/01 1:53:30 AM GMT+2,Software Engineer,Scala,Не використовую,Spring,,,,,Веб-розробка;Фінанси та банки,Київ,Продуктова,до 200,1 рік,1 рік,1700,0,Жінка,21,Незакінчена вища,НТУУ «КПІ»,Intermediate
2019/12/02 1:51:54 PM GMT+2,Software Engineer,PHP,SQL,jQuery,,,,,Веб-розробка;eCommerce,Інше,Аутстафінгова,понад 1000,2 роки,Півроку,1700,800,Чоловік,22,Вища,НГУ [Дніпро],Intermediate
2019/12/02 9:52:53 PM GMT+2,Project Manager,,,,,,,,Android;iOS;Веб-розробка,Запоріжжя,Аутсорсингова,до 50,3 роки,1 рік,1700,400,Чоловік,22,Вища,ЗНТУ,Advanced
2019/12/03 12:34:14 PM GMT+2,Software Engineer,Python,Не використовую,Flask,,,,,Веб-розробка;Корпоративні системи,Київ,Аутсорсингова,до 200,1 рік,Менше 3 місяців,1700,1700,Чоловік,22,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/03 1:59:26 PM GMT+2,Software Engineer,Python,SQL,Apache Spark,,,,,Фінанси та банки,Харків,Аутсорсингова,понад 1000,2 роки,Менше 3 місяців,1700,700,Чоловік,22,Вища,ХНУРЕ,Upper-Intermediate
2019/12/03 3:10:19 PM GMT+2,Software Engineer,C#/.NET,JavaScript,.NET;.NET Core;Angular/Angular.js,,,,,Веб-розробка,Харків,Аутсорсингова,понад 1000,2 роки,1 рік,1700,600,Чоловік,22,Незакінчена вища,Інший виш,Intermediate
2019/12/07 12:59:33 AM GMT+2,Junior Software Engineer,Java,SQL,Hibernate;Spring,,,,,Desktop Applications;Веб-розробка,Київ,Аутстафінгова,до 200,2 роки,1 рік,1700,400,Чоловік,22,Вища,НТУУ «КПІ»,Upper-Intermediate
2019/12/22 12:46:46 PM GMT+2,Software Engineer,Java,Java,Hibernate;Spring,,,,,Веб-розробка,Київ,Продуктова,до 10 спеціалістів,1 рік,1 рік,1700,1500,Чоловік,22,Вища,ДонНТУ,Upper-Intermediate
2019/12/02 2:03:58 PM GMT+2,Software Engineer,PHP,JavaScript,,,,,,Веб-розробка,Київ,Продуктова,до 1000,3 роки,1 рік,1700,600,Чоловік,23,Вища,КНУ ім. Шевченка,Intermediate
2019/12/02 7:37:14 PM GMT+2,Software Engineer,Java,JavaScript,Spring,,,,,Веб-розробка,Дніпро,Аутстафінгова,до 1000,2 роки,Півроку,1700,1000,Чоловік,23,Незакінчена вища,Інший виш,Upper-Intermediate
2019/12/03 11:06:30 AM GMT+2,Software Engineer,Python,JavaScript,Angular/Angular.js;Django;Flask,,,,,Веб-розробка;eCommerce,Чернівці,Продуктова,до 10 спеціалістів,4 роки,1 рік,1700,500,Чоловік,23,Вища,ЧНУ ім. Федьковича,Intermediate
2019/12/03 11:47:14 AM GMT+2,Software Engineer,JavaScript,Не використовую,jQuery;React.js;React Native,,,,,Android;iOS;Веб-розробка,Львів,Аутсорсингова,до 200,2 роки,Півроку,1700,400,Чоловік,23,Вища,Львівська політехніка,Intermediate
2019/12/03 1:40:22 PM GMT+2,Project Manager,,,,,,,,Веб-розробка,Запоріжжя,Аутсорсингова,до 200,3 роки,1 рік,1700,400,Жінка,23,Вища,Інший виш,Upper-Intermediate
2019/12/03 2:07:04 PM GMT+2,Software Engineer,C#/.NET,JavaScript,.NET;React.js,,,,,Desktop Applications;Веб-розробка,Київ,Продуктова,до 200,2 роки,2 роки,1700,900,Чоловік,23,Ще студент,ГУТ,Upper-Intermediate
2019/12/03 2:26:18 PM GMT+2,Software Engineer,C#/.NET,JavaScript,.NET;.NET Core;ASP.NET,,,,,Desktop Applications;Веб-розробка,Чернівці,Аутсорсингова,до 1000,2 роки,2 роки,1700,500,Чоловік,23,Вища,ЧНУ ім. Федьковича,Upper-Intermediate
2019/12/03 5:27:52 PM GMT+2,Software Engineer,Swift,Objective-C,,,,,,iOS,Вінниця,Аутсорсингова,до 1000,2 роки,2 роки,1700,1000,Чоловік,23,Вища,ВНТУ,Intermediate
2019/12/03 6:49:09 PM GMT+2,Junior Software Engineer,Python,JavaScript,Express;Node.js,,,,,Телекомунікації,Інше,Продуктова,до 200,2 роки,2 роки,1700,1000,Чоловік,23,Ще студент,,Intermediate
2019/12/03 11:07:06 PM GMT+2,Software Engineer,C,Python,,,,,,Embedded,Київ,Аутсорсингова,до 50,5 років,2 роки,1700,700,Чоловік,23,Вища,НТУУ «КПІ»,Intermediate
2019/12/05 10:38:27 AM GMT+2,Software Engineer,JavaScript,Не використовую,Node.js;React.js;Backbone,,,,,Веб-розробка,Вінниця,Аутсорсингова,до 1000,2 роки,Півроку,1700,1000,Чоловік,23,Вища,Інший виш,Intermediate
2019/12/06 5:06:05 PM GMT+2,Software Engineer,C#/.NET,JavaScript,.NET;ASP.NET,,,,,Веб-розробка;Фінанси та банки,Київ,Аутсорсингова,понад 1000,2 роки,1 рік,1700,1100,Чоловік,23,Ще студент,НАУ,Upper-Intermediate
2019/12/23 4:31:28 PM GMT+2,Software Engineer,Ruby,JavaScript,React.js;Ruby on Rails,,,,,Веб-розробка,Харків,Аутсорсингова,до 50,2 роки,2 роки,1700,600,Чоловік,23,Вища,ХНУРЕ,Pre-Intermediate
2019/12/24 12:32:33 PM GMT+2,Software Engineer,JavaScript,JavaScript,Angular/Angular.js,,,,,Веб-розробка,Львів,Продуктова,до 200,2 роки,1 рік,1700,500,Чоловік,23,Вища,Львівська політехніка,Upper-Intermediate
2019/12/24 2:49:12 PM GMT+2,Software Engineer,Ruby,Ruby,jQuery;React.js;Ruby on Rails,,,,,Веб-розробка;Фінанси та банки;eCommerce,Харків,Аутстафінгова,до 50,3 роки,3 роки,1700,600,Чоловік,23,Вища,ХНУРЕ,Upper-Intermediate
2019/12/26 11:53:36 AM GMT+2,Junior Software Engineer,C,Не використовую,,,,,,Embedded,Київ,Продуктова,до 50,Півроку,Півроку,1700,1000,Чоловік,23,Ще студент,,Upper-Intermediate
2019/12/31 8:26:16 PM GMT+2,Junior Software Engineer,Python,SQL,Flask;React.js,,,,,Веб-розробка,Київ,Продуктова,до 200,2 роки,2 роки,1700,700,Чоловік,23,Вища,НТУУ «КПІ»,Intermediate
2019/12/03 11:56:35 AM GMT+2,QA Engineer,,,,General QA,Java,,,Desktop Applications;Веб-розробка;Корпоративні системи,Ужгород,Продуктова,до 50,6 років,5 років,1700,200,Чоловік,24,Вища,Інший виш,Upper-Intermediate
2019/12/03 1:28:18 PM GMT+2,Software Engineer,Kotlin,Не використовую,,,,,,Android,Запоріжжя,Аутсорсингова,до 50,2 роки,Менше 3 місяців,1700,800,Чоловік,24,Вища,,Intermediate
2019/12/03 2:13:57 PM GMT+2,Software Engineer,PHP,JavaScript,Laravel;Vue.js;Symfony ,,,,,Веб-розробка,Київ,Аутсорсингова,до 200,2 роки,Менше 3 місяців,1700,800,Жінка,24,Вища,ДНУ ім. Гончара,Intermediate
2019/12/03 2:40:22 PM GMT+2,Software Engineer,PHP,JavaScript,Symfony,,,,,Веб-розробка;eCommerce,Харків,Аутсорсингова,до 200,1 рік,1 рік,1700,1150,Чоловік,24,Вища,НТУ «ХПІ»,Pre-Intermediate
2019/12/03 3:00:20 PM GMT+2,Junior Software Engineer,PHP,JavaScript,Magento 2,,,,,eCommerce,Хмельницький,Аутсорсингова,до 10 спеціалістів,4 роки,4 роки,1700,400,Чоловік,24,Вища,ХНУ [м. Хмельницький],Intermediate
2019/12/04 12:31:59 PM GMT+2,Data Science,,,,,,,,Фінанси та банки,Київ,Продуктова,до 50,3 роки,Півроку,1700,1100,Чоловік,24,Вища,ДНУ ім. Гончара,Pre-Intermediate
2019/12/05 6:23:05 PM GMT+2,Project Manager,,,,,,,,Android;iOS;Веб-розробка,Запоріжжя,Аутсорсингова,до 50,3 роки,2 роки,1700,700,Чоловік,24,Вища,,Upper-Intermediate
2019/12/05 11:37:00 PM GMT+2,Software Engineer,JavaScript,Не використовую,Node.js;React.js,,,,,Веб-розробка,Київ,Продуктова,до 1000,2 роки,1 рік,1700,700,Чоловік,24,Вища,КНЕУ,Upper-Intermediate
